"CODE","NAME","PARENT","TYPE_PARAM","STATUS","IMAGE","PARAM_ORDER","GROUP_TYPE","LEVEL_NODE","SUB_CODE","MODIFIED_DATE","START_TIME","END_TIME","ID","DEPT_ID","PARENT_DEPT_ID","DEPT_ORDER","STANDARD_NAME","PARAM_ORDER_SMS"
T008HM,H.Hóc Môn,T008,DTLV,1,,22,DTLV,,,,,,100961,581,366,,H.Hóc Môn,
T008NB,H.Nhà Bè,T008,DTLV,1,,23,DTLV,,,,,,100962,1062,366,,H.Nhà Bè,
A076002,TP.Châu Đốc,A076,DTLV,1,,0,DTLV,,,,,,100963,829,332,,TP.Châu Đốc,
A076001,TP.Long Xuyên,A076,DTLV,1,,1,DTLV,,,,,,100964,828,332,,TP.Long Xuyên,
A076003,H.An Phú,A076,DTLV,1,,2,DTLV,,,,,,100965,834,332,,H.An Phú,
A076006,H.Châu Phú,A076,DTLV,1,,3,DTLV,,,,,,100966,837,332,,H.Châu Phú,
A076010,H.Châu Thành,A076,DTLV,1,,4,DTLV,,,,,,100967,841,332,,H.Châu Thành,
A076009,H.Chợ Mới,A076,DTLV,1,,5,DTLV,,,,,,100968,840,332,,H.Chợ Mới,
A076005,H.Phú Tân,A076,DTLV,1,,6,DTLV,,,,,,100969,836,332,,H.Phú Tân,
A076011,H.Thoại Sơn,A076,DTLV,1,,7,DTLV,,,,,,100970,842,332,,H.Thoại Sơn,
A076007,H.Tịnh Biên,A076,DTLV,1,,8,DTLV,,,,,,100971,838,332,,H.Tịnh Biên,
A076008,H.Tri Tôn,A076,DTLV,1,,9,DTLV,,,,,,100972,839,332,,H.Tri Tôn,
A076004,TX.Tân Châu,A076,DTLV,1,,10,DTLV,,,,,,100973,835,332,,TX.Tân Châu,
B650007,TP.Dĩ An,B650,DTLV,1,,0,DTLV,,,,,,100974,694,361,,TP.Dĩ An,
B650005,TP.Tân Uyên,B650,DTLV,1,,1,DTLV,,,,,,100975,692,361,,TP.Tân Uyên,
B650001,TP.Thủ Dầu Một,B650,DTLV,1,,2,DTLV,,,,,,100976,688,361,,TP.Thủ Dầu Một,
B650006,TP.Thuận An,B650,DTLV,1,,3,DTLV,,,,,,100977,693,361,,TP.Thuận An,
B650009,H.Bắc Tân Uyên,B650,DTLV,1,,4,DTLV,,,,,,100978,291881,361,,H.Bắc Tân Uyên,
B650008,H.Bàu Bàng,B650,DTLV,1,,5,DTLV,,,,,,100979,15761,361,,H.Bàu Bàng,
B650002,H.Dầu Tiếng,B650,DTLV,1,,6,DTLV,,,,,,100980,689,361,,H.Dầu Tiếng,
B650004,H.Phú Giáo,B650,DTLV,1,,7,DTLV,,,,,,100981,691,361,,H.Phú Giáo,
B650003,TX.Bến Cát,B650,DTLV,1,,8,DTLV,,,,,,100982,690,361,,TX.Bến Cát,
B056001,TP.Quy Nhơn,B056,DTLV,1,,0,DTLV,,,,,,100983,589,322,,TP.Quy Nhơn,
B056002,H.An Lão,B056,DTLV,1,,1,DTLV,,,,,,100984,590,322,,H.An Lão,
B056004,H.Hoài Ân,B056,DTLV,1,,2,DTLV,,,,,,100985,592,322,,H.Hoài Ân,
B056003,H.Hoài Nhơn,B056,DTLV,1,,3,DTLV,,,,,,100986,591,322,,H.Hoài Nhơn,
B056007,H.Phù Cát,B056,DTLV,1,,4,DTLV,,,,,,100987,595,322,,H.Phù Cát,
B056005,H.Phù Mỹ,B056,DTLV,1,,5,DTLV,,,,,,100988,593,322,,H.Phù Mỹ,
B056008,H.Tây Sơn,B056,DTLV,1,,6,DTLV,,,,,,100989,596,322,,H.Tây Sơn,
B056010,H.Tuy Phước,B056,DTLV,1,,7,DTLV,,,,,,100990,598,322,,H.Tuy Phước,
B056011,H.Vân Canh,B056,DTLV,1,,8,DTLV,,,,,,100991,599,322,,H.Vân Canh,
B056006,H.Vĩnh Thạnh,B056,DTLV,1,,9,DTLV,,,,,,100992,594,322,,H.Vĩnh Thạnh,
B056009,TX.An Nhơn,B056,DTLV,1,,10,DTLV,,,,,,100993,597,322,,TX.An Nhơn,
B240001,TP.Bắc Giang,B240,DTLV,1,,0,DTLV,,,,,,100994,962,293,,TP.Bắc Giang,
B240005,H.Hiệp Hòa,B240,DTLV,1,,1,DTLV,,,,,,100995,966,293,,H.Hiệp Hòa,
B240006,H.Lạng Giang,B240,DTLV,1,,2,DTLV,,,,,,100996,967,293,,H.Lạng Giang,
B240008,H.Lục Nam,B240,DTLV,1,,3,DTLV,,,,,,100997,979,293,,H.Lục Nam,
B240004,H.Lục Ngạn,B240,DTLV,1,,4,DTLV,,,,,,100998,965,293,,H.Lục Ngạn,
B240007,H.Sơn Động,B240,DTLV,1,,5,DTLV,,,,,,100999,968,293,,H.Sơn Động,
B240003,H.Tân Yên,B240,DTLV,1,,6,DTLV,,,,,,101000,964,293,,H.Tân Yên,
K077004,H.Hòn Đất,K077,DTLV,1,,7,DTLV,,,,,,101268,902,367,,H.Hòn Đất,
K077013,H.Kiên Hải,K077,DTLV,1,,8,DTLV,,,,,,101269,911,367,,H.Kiên Hải,
K077003,H.Kiên Lương,K077,DTLV,1,,9,DTLV,,,,,,101270,901,367,,H.Kiên Lương,
K077012,H.Phú Quốc,K077,DTLV,1,,10,DTLV,,,,,,101271,910,367,,H.Phú Quốc,
K077005,H.Tân Hiệp,K077,DTLV,1,,11,DTLV,,,,,,101272,903,367,,H.Tân Hiệp,
K077014,H.U Minh Thượng,K077,DTLV,1,,12,DTLV,,,,,,101273,438,367,,H.U Minh Thượng,
K077011,H.Vĩnh Thuận,K077,DTLV,1,,13,DTLV,,,,,,101274,909,367,,H.Vĩnh Thuận,
K077002,TX.Hà Tiên,K077,DTLV,1,,14,DTLV,,,,,,101275,900,367,,TX.Hà Tiên,
K058002,TP.Cam Ranh,K058,DTLV,1,,0,DTLV,,,,,,101276,567,325,,TP.Cam Ranh,
K058001,TP.Nha Trang,K058,DTLV,1,,1,DTLV,,,,,,101277,566,325,,TP.Nha Trang,
K058009,H.Cam Lâm,K058,DTLV,1,,2,DTLV,,,,,,101278,1087,325,,H.Cam Lâm,
K058005,H.Diên Khánh,K058,DTLV,1,,3,DTLV,,,,,,101279,570,325,,H.Diên Khánh,
K058007,H.Khánh Sơn,K058,DTLV,1,,4,DTLV,,,,,,101280,572,325,,H.Khánh Sơn,
K058006,H.Khánh Vĩnh,K058,DTLV,1,,5,DTLV,,,,,,101281,571,325,,H.Khánh Vĩnh,
K058008,H.Trường Sa,K058,DTLV,1,,6,DTLV,,,,,,101282,588,325,,H.Trường Sa,
K058003,H.Vạn Ninh,K058,DTLV,1,,7,DTLV,,,,,,101283,568,325,,H.Vạn Ninh,
K058004,TX.Ninh Hòa,K058,DTLV,1,,8,DTLV,,,,,,101284,569,325,,TX.Ninh Hòa,
K060001,TP.Kon Tum,K060,DTLV,1,,0,DTLV,,,,,,101285,600,326,,TP.Kon Tum,
K060002,H.Đắk Glei,K060,DTLV,1,,1,DTLV,,,,,,101286,601,326,,H.Đắk Glei,
K060006,H.Đắk Hà,K060,DTLV,1,,2,DTLV,,,,,,101287,605,326,,H.Đắk Hà,
K060004,H.Đắk Tô,K060,DTLV,1,,3,DTLV,,,,,,101288,603,326,,H.Đắk Tô,
K060005,H.Kon Plông,K060,DTLV,1,,4,DTLV,,,,,,101289,604,326,,H.Kon Plông,
K060008,H.Kon Rẫy,K060,DTLV,1,,5,DTLV,,,,,,101290,1084,326,,H.Kon Rẫy,
K060010,H.la H Drai,K060,DTLV,1,,6,DTLV,,,,,,101291,304775,326,,H.la H Drai,
K060003,H.Ngọc Hồi,K060,DTLV,1,,7,DTLV,,,,,,101292,602,326,,H.Ngọc Hồi,
K060007,H.Sa Thầy,K060,DTLV,1,,8,DTLV,,,,,,101293,606,326,,H.Sa Thầy,
K060009,H.Tu mơ rông,K060,DTLV,1,,9,DTLV,,,,,,101294,924,326,,H.Tu mơ rông,
L072001,TP.Tân An,L072,DTLV,1,,0,DTLV,,,,,,101295,843,349,,TP.Tân An,
L072009,H.Bến Lức,L072,DTLV,1,,1,DTLV,,,,,,101296,850,349,,H.Bến Lức,
L072013,H.Cần Đước,L072,DTLV,1,,2,DTLV,,,,,,101297,854,349,,H.Cần Đước,
L072006,H.Cần Giuộc,L072,DTLV,1,,3,DTLV,,,,,,101298,582,349,,H.Cần Giuộc,
L072011,H.Châu Thành,L072,DTLV,1,,4,DTLV,,,,,,101299,852,349,,H.Châu Thành,
L072008,H.Đức Hòa,L072,DTLV,1,,5,DTLV,,,,,,101300,849,349,,H.Đức Hòa,
L072007,H.Đức Huệ,L072,DTLV,1,,6,DTLV,,,,,,101301,848,349,,H.Đức Huệ,
L072004,H.Mộc Hóa,L072,DTLV,1,,7,DTLV,,,,,,101302,846,349,,H.Mộc Hóa,
L072002,H.Tân Hưng,L072,DTLV,1,,8,DTLV,,,,,,101303,844,349,,H.Tân Hưng,
L072005,H.Tân Thạnh,L072,DTLV,1,,9,DTLV,,,,,,101304,847,349,,H.Tân Thạnh,
L072015,H.Tân Trụ,L072,DTLV,1,,10,DTLV,,,,,,101305,418,349,,H.Tân Trụ,
L072014,H.Thạnh Hóa,L072,DTLV,1,,11,DTLV,,,,,,101306,1085,349,,H.Thạnh Hóa,
L072010,H.Thủ Thừa,L072,DTLV,1,,12,DTLV,,,,,,101307,851,349,,H.Thủ Thừa,
L072003,H.Vĩnh Hưng,L072,DTLV,1,,13,DTLV,,,,,,101308,845,349,,H.Vĩnh Hưng,
L072016,TX.Kiến Tường,L072,DTLV,1,,14,DTLV,,,,,,101309,15481,349,,TX.Kiến Tường,
L020001,TP.Lào Cai,L020,DTLV,1,,0,DTLV,,,,,,101310,812,303,,TP.Lào Cai,
L020006,H.Bắc Hà,L020,DTLV,1,,1,DTLV,,,,,,101311,926,303,,H.Bắc Hà,
L020007,H.Bảo Thắng,L020,DTLV,1,,2,DTLV,,,,,,101312,927,303,,H.Bảo Thắng,
L020009,H.Bảo Yên,L020,DTLV,1,,3,DTLV,,,,,,101313,929,303,,H.Bảo Yên,
L020004,H.Bát Xát,L020,DTLV,1,,4,DTLV,,,,,,101314,662,303,,H.Bát Xát,
L020003,H.Mường Khương,L020,DTLV,1,,5,DTLV,,,,,,101315,814,303,,H.Mường Khương,
L020005,H.Si Ma Cai,L020,DTLV,1,,6,DTLV,,,,,,101316,925,303,,H.Si Ma Cai,
L020011,H.Văn Bàn,L020,DTLV,1,,7,DTLV,,,,,,101317,930,303,,H.Văn Bàn,
L020008,TX.Sa Pa,L020,DTLV,1,,8,DTLV,,,,,,101318,928,303,,TX.Sa Pa,
L231012,TP.Lai Châu,L231,DTLV,1,,0,DTLV,,,,,,101319,1089,304,,TP.Lai Châu,
L231006,H.Mường Tè,L231,DTLV,1,,1,DTLV,,,,,,101320,416,304,,H.Mường Tè,
L231013,H.Nậm Nhùn,L231,DTLV,1,,2,DTLV,,,,,,101321,15563,304,,H.Nậm Nhùn,
L231003,H.Phong Thổ,L231,DTLV,1,,3,DTLV,,,,,,101322,1031,304,,H.Phong Thổ,
L231002,H.Sìn Hồ,L231,DTLV,1,,4,DTLV,,,,,,101323,1030,304,,H.Sìn Hồ,
L231001,H.Tam Đường,L231,DTLV,1,,5,DTLV,,,,,,101324,1029,304,,H.Tam Đường,
L231005,H.Tân Uyên,L231,DTLV,1,,6,DTLV,,,,,,101325,833,304,,H.Tân Uyên,
L231004,H.Than Uyên,L231,DTLV,1,,7,DTLV,,,,,,101326,1032,304,,H.Than Uyên,
L063002,TP.Bảo Lộc,L063,DTLV,1,,0,DTLV,,,,,,101327,639,327,,TP.Bảo Lộc,
L063001,TP.Đà Lạt,L063,DTLV,1,,1,DTLV,,,,,,101328,638,327,,TP.Đà Lạt,
L063007,H.Bảo Lâm,L063,DTLV,1,,2,DTLV,,,,,,101329,437,327,,H.Bảo Lâm,
L063011,H.Cát Tiên,L063,DTLV,1,,3,DTLV,,,,,,101330,646,327,,H.Cát Tiên,
L063009,H.Đạ Huoai,L063,DTLV,1,,4,DTLV,,,,,,101331,644,327,,H.Đạ Huoai,
L063010,H.Đạ Tẻh,L063,DTLV,1,,5,DTLV,,,,,,101332,645,327,,H.Đạ Tẻh,
L063008,H.Đam Rông,L063,DTLV,1,,6,DTLV,,,,,,101333,444,327,,H.Đam Rông,
L063012,H.Di Linh,L063,DTLV,1,,7,DTLV,,,,,,101334,1086,327,,H.Di Linh,
L063004,H.Đơn Dương,L063,DTLV,1,,8,DTLV,,,,,,101335,641,327,,H.Đơn Dương,
L063005,H.Đức Trọng,L063,DTLV,1,,9,DTLV,,,,,,101336,642,327,,H.Đức Trọng,
L063003,H.Lạc Dương,L063,DTLV,1,,10,DTLV,,,,,,101337,640,327,,H.Lạc Dương,
L063006,H.Lâm Hà,L063,DTLV,1,,11,DTLV,,,,,,101338,643,327,,H.Lâm Hà,
L025001,TP.Lạng Sơn,L025,DTLV,1,,0,DTLV,,,,,,101339,801,305,,TP.Lạng Sơn,
L025005,H.Bắc Sơn,L025,DTLV,1,,1,DTLV,,,,,,101340,805,305,,H.Bắc Sơn,
L025004,H.Bình Gia,L025,DTLV,1,,2,DTLV,,,,,,101341,804,305,,H.Bình Gia,
L025007,H.Cao Lộc,L025,DTLV,1,,3,DTLV,,,,,,101342,807,305,,H.Cao Lộc,
L025009,H.Chi Lăng,L025,DTLV,1,,4,DTLV,,,,,,101343,809,305,,H.Chi Lăng,
L025010,H.Đình Lập,L025,DTLV,1,,5,DTLV,,,,,,101344,810,305,,H.Đình Lập,
L025011,H.Hữu Lũng,L025,DTLV,1,,6,DTLV,,,,,,101345,811,305,,H.Hữu Lũng,
L025008,H.Lộc Bình,L025,DTLV,1,,7,DTLV,,,,,,101346,808,305,,H.Lộc Bình,
L025002,H.Tràng Định,L025,DTLV,1,,8,DTLV,,,,,,101347,802,305,,H.Tràng Định,
L025003,H.Văn Lãng,L025,DTLV,1,,9,DTLV,,,,,,101348,803,305,,H.Văn Lãng,
L025006,H.Văn Quan,L025,DTLV,1,,10,DTLV,,,,,,101349,806,305,,H.Văn Quan,
N038001,TP.Vinh,N038,DTLV,1,,0,DTLV,,,,,,101350,473,307,,TP.Vinh,
N038014,H.Anh Sơn,N038,DTLV,1,,1,DTLV,,,,,,101351,486,307,,H.Anh Sơn,
N038011,H.Con Cuông,N038,DTLV,1,,2,DTLV,,,,,,101352,483,307,,H.Con Cuông,
N038013,H.Diễn Châu,N038,DTLV,1,,3,DTLV,,,,,,101353,485,307,,H.Diễn Châu,
N038015,H.Đô Lương,N038,DTLV,1,,4,DTLV,,,,,,101354,487,307,,H.Đô Lương,
N038019,H.Hưng Nguyên,N038,DTLV,1,,5,DTLV,,,,,,101355,491,307,,H.Hưng Nguyên,
N038005,H.Kỳ Sơn,N038,DTLV,1,,6,DTLV,,,,,,101356,477,307,,H.Kỳ Sơn,
N038018,H.Nam Đàn,N038,DTLV,1,,7,DTLV,,,,,,101357,490,307,,H.Nam Đàn,
N038017,H.Nghi Lộc,N038,DTLV,1,,8,DTLV,,,,,,101358,489,307,,H.Nghi Lộc,
N038007,H.Nghĩa Đàn,N038,DTLV,1,,9,DTLV,,,,,,101359,479,307,,H.Nghĩa Đàn,
N038003,H.Quế Phong,N038,DTLV,1,,10,DTLV,,,,,,101360,475,307,,H.Quế Phong,
N038004,H.Quỳ Châu,N038,DTLV,1,,11,DTLV,,,,,,101361,476,307,,H.Quỳ Châu,
N038006,H.Quỳ Hợp,N038,DTLV,1,,12,DTLV,,,,,,101362,478,307,,H.Quỳ Hợp,
N038009,H.Quỳnh Lưu,N038,DTLV,1,,13,DTLV,,,,,,101363,481,307,,H.Quỳnh Lưu,
N038010,H.Tân Kỳ,N038,DTLV,1,,14,DTLV,,,,,,101364,482,307,,H.Tân Kỳ,
N038021,H.Thái Hòa,N038,DTLV,1,,15,DTLV,,,,,,101365,14202,307,,H.Thái Hòa,
N038016,H.Thanh Chương,N038,DTLV,1,,16,DTLV,,,,,,101366,488,307,,H.Thanh Chương,
N038008,H.Tương Dương,N038,DTLV,1,,17,DTLV,,,,,,101367,480,307,,H.Tương Dương,
N038012,H.Yên Thành,N038,DTLV,1,,18,DTLV,,,,,,101368,484,307,,H.Yên Thành,
N038002,TX.Cửa Lò,N038,DTLV,1,,19,DTLV,,,,,,101369,474,307,,TX.Cửa Lò,
N038022,TX.Hoàng Mai,N038,DTLV,1,,20,DTLV,,,,,,101370,15442,307,,TX.Hoàng Mai,
N030001,TP.Ninh Bình,N030,DTLV,1,,0,DTLV,,,,,,101371,761,306,,TP.Ninh Bình,
N030002,TP.Tam Điệp,N030,DTLV,1,,1,DTLV,,,,,,101372,762,306,,TP.Tam Điệp,
N030004,H.Gia Viễn,N030,DTLV,1,,2,DTLV,,,,,,101373,764,306,,H.Gia Viễn,
N030005,H.Hoa Lư,N030,DTLV,1,,3,DTLV,,,,,,101374,765,306,,H.Hoa Lư,
N030008,H.Kim Sơn,N030,DTLV,1,,4,DTLV,,,,,,101375,768,306,,H.Kim Sơn,
N030003,H.Nho Quan,N030,DTLV,1,,5,DTLV,,,,,,101376,763,306,,H.Nho Quan,
N030007,H.Yên Khánh,N030,DTLV,1,,6,DTLV,,,,,,101377,767,306,,H.Yên Khánh,
N030006,H.Yên Mô,N030,DTLV,1,,7,DTLV,,,,,,101378,766,306,,H.Yên Mô,
N350001,TP.Nam Định,N350,DTLV,1,,0,DTLV,,,,,,101379,769,308,,TP.Nam Định,
N350008,H.Giao Thủy,N350,DTLV,1,,1,DTLV,,,,,,101380,776,308,,H.Giao Thủy,
N350010,H.Hải Hậu,N350,DTLV,1,,2,DTLV,,,,,,101381,778,308,,H.Hải Hậu,
N350003,H.Mỹ Lộc,N350,DTLV,1,,3,DTLV,,,,,,101382,771,308,,H.Mỹ Lộc,
N350005,H.Nam Trực,N350,DTLV,1,,4,DTLV,,,,,,101383,773,308,,H.Nam Trực,
N350009,H.Nghĩa Hưng,N350,DTLV,1,,5,DTLV,,,,,,101384,777,308,,H.Nghĩa Hưng,
N350006,H.Trực Ninh,N350,DTLV,1,,6,DTLV,,,,,,101385,774,308,,H.Trực Ninh,
N350002,H.Vụ Bản,N350,DTLV,1,,7,DTLV,,,,,,101386,770,308,,H.Vụ Bản,
N350007,H.Xuân Trường,N350,DTLV,1,,8,DTLV,,,,,,101387,775,308,,H.Xuân Trường,
N350004,H.Ý Yên,N350,DTLV,1,,9,DTLV,,,,,,101388,772,308,,H.Ý Yên,
N068001,TP.Phan Rang -Tháp Chàm,N068,DTLV,1,,0,DTLV,,,,,,101389,656,328,,TP.Phan Rang -Tháp Chàm,
N068003,H.Bác ái,N068,DTLV,1,,1,DTLV,,,,,,101390,658,328,,H.Bác ái,
N068004,H.Ninh Hải,N068,DTLV,1,,2,DTLV,,,,,,101391,659,328,,H.Ninh Hải,
N068005,H.Ninh Phước,N068,DTLV,1,,3,DTLV,,,,,,101392,660,328,,H.Ninh Phước,
N068002,H.Ninh Sơn,N068,DTLV,1,,4,DTLV,,,,,,101393,657,328,,H.Ninh Sơn,
N068006,H.Thuận Bắc,N068,DTLV,1,,5,DTLV,,,,,,101394,419,328,,H.Thuận Bắc,
N068007,H.Thuận Nam,N068,DTLV,1,,6,DTLV,,,,,,101395,13841,328,,H.Thuận Nam,
P210001,TP.Việt Trì,P210,DTLV,1,,0,DTLV,,,,,,101396,982,310,,TP.Việt Trì,
P210008,H.Cẩm Khê,P210,DTLV,1,,1,DTLV,,,,,,101397,989,310,,H.Cẩm Khê,
P210003,H.Đoan Hùng,P210,DTLV,1,,2,DTLV,,,,,,101398,984,310,,H.Đoan Hùng,
P210004,H.Hạ Hòa,P210,DTLV,1,,3,DTLV,,,,,,101399,985,310,,H.Hạ Hòa,
P210007,H.Lâm Thao,P210,DTLV,1,,4,DTLV,,,,,,101400,988,310,,H.Lâm Thao,
P210006,H.Phù Ninh,P210,DTLV,1,,5,DTLV,,,,,,101401,987,310,,H.Phù Ninh,
P210010,H.Tam Nông,P210,DTLV,1,,6,DTLV,,,,,,101402,991,310,,H.Tam Nông,
P210013,H.Tân Sơn,P210,DTLV,1,,7,DTLV,,,,,,101403,433,310,,H.Tân Sơn,
P210005,H.Thanh Ba,P210,DTLV,1,,8,DTLV,,,,,,101404,986,310,,H.Thanh Ba,
P210012,H.Thanh Sơn,P210,DTLV,1,,9,DTLV,,,,,,101405,993,310,,H.Thanh Sơn,
P210011,H.Thanh Thủy,P210,DTLV,1,,10,DTLV,,,,,,101406,992,310,,H.Thanh Thủy,
P210009,H.Yên Lập,P210,DTLV,1,,11,DTLV,,,,,,101407,990,310,,H.Yên Lập,
P210002,TX.Phú Thọ,P210,DTLV,1,,12,DTLV,,,,,,101408,983,310,,TX.Phú Thọ,
P057001,TP.Tuy Hòa,P057,DTLV,1,,0,DTLV,,,,,,101409,546,329,,TP.Tuy Hòa,
P057002,H.Đồng Xuân,P057,DTLV,1,,1,DTLV,,,,,,101410,547,329,,H.Đồng Xuân,
P057008,H.Phú Hòa,P057,DTLV,1,,2,DTLV,,,,,,101411,1054,329,,H.Phú Hòa,
P057005,H.Sơn Hòa,P057,DTLV,1,,3,DTLV,,,,,,101412,550,329,,H.Sơn Hòa,
P057007,H.Sông Hinh,P057,DTLV,1,,4,DTLV,,,,,,101413,552,329,,H.Sông Hinh,
P057009,H.Tây Hòa,P057,DTLV,1,,5,DTLV,,,,,,101414,395,329,,H.Tây Hòa,
P057004,H.Tuy An,P057,DTLV,1,,6,DTLV,,,,,,101415,549,329,,H.Tuy An,
P057010,TX.Đông Hòa,P057,DTLV,1,,7,DTLV,,,,,,101416,415,329,,TX.Đông Hòa,
P057003,TX.Sông Cầu,P057,DTLV,1,,8,DTLV,,,,,,101417,548,329,,TX.Sông Cầu,
Q052001,TP.Đồng Hới,Q052,DTLV,1,,0,DTLV,,,,,,101418,526,312,,TP.Đồng Hới,
Q052005,H.Bố Trạch,Q052,DTLV,1,,1,DTLV,,,,,,101419,530,312,,H.Bố Trạch,
Q052007,H.Lệ Thủy,Q052,DTLV,1,,2,DTLV,,,,,,101420,532,312,,H.Lệ Thủy,
Q052003,H.Minh Hóa,Q052,DTLV,1,,3,DTLV,,,,,,101421,528,312,,H.Minh Hóa,
Q052006,H.Quảng Ninh,Q052,DTLV,1,,4,DTLV,,,,,,101422,531,312,,H.Quảng Ninh,
Q052004,H.Quảng Trạch,Q052,DTLV,1,,5,DTLV,,,,,,101423,529,312,,H.Quảng Trạch,
Q052002,H.Tuyên Hóa,Q052,DTLV,1,,6,DTLV,,,,,,101424,527,312,,H.Tuyên Hóa,
Q052008,TX.Ba Đồn,Q052,DTLV,1,,7,DTLV,,,,,,101425,15741,312,,TX.Ba Đồn,
Q033002,TP.Cẩm Phả,Q033,DTLV,1,,0,DTLV,,,,,,101426,1009,311,,TP.Cẩm Phả,
Q033001,TP.Hạ Long,Q033,DTLV,1,,1,DTLV,,,,,,101427,1008,311,,TP.Hạ Long,
Q033004,TP.Móng Cái,Q033,DTLV,1,,2,DTLV,,,,,,101428,1011,311,,TP.Móng Cái,
Q033003,TP.Uông Bí,Q033,DTLV,1,,3,DTLV,,,,,,101429,1010,311,,TP.Uông Bí,
Q033009,H.Ba Chẽ,Q033,DTLV,1,,4,DTLV,,,,,,101430,1016,311,,H.Ba Chẽ,
Q033005,H.Bình Liêu,Q033,DTLV,1,,5,DTLV,,,,,,101431,1012,311,,H.Bình Liêu,
Q033013,H.Cô Tô,Q033,DTLV,1,,6,DTLV,,,,,,101432,1020,311,,H.Cô Tô,
Q033007,H.Đầm Hà,Q033,DTLV,1,,7,DTLV,,,,,,101433,1014,311,,H.Đầm Hà,
Q033006,H.Hải Hà,Q033,DTLV,1,,8,DTLV,,,,,,101434,1013,311,,H.Hải Hà,
Q033011,H.Hoành Bồ,Q033,DTLV,1,,9,DTLV,,,,,,101435,1018,311,,H.Hoành Bồ,
Q033008,H.Tiên Yên,Q033,DTLV,1,,10,DTLV,,,,,,101436,1015,311,,H.Tiên Yên,
Q033010,H.Vân Đồn,Q033,DTLV,1,,11,DTLV,,,,,,101437,1017,311,,H.Vân Đồn,
Q033012,TX.Đông Triều,Q033,DTLV,1,,12,DTLV,,,,,,101438,1019,311,,TX.Đông Triều,
Q033014,TX.Quảng Yên,Q033,DTLV,1,,13,DTLV,,,,,,101439,1021,311,,TX.Quảng Yên,
Q055001,TP.Quảng Ngãi,Q055,DTLV,1,,0,DTLV,,,,,,101440,553,318,,TP.Quảng Ngãi,
Q055013,H.Ba Tơ,Q055,DTLV,1,,1,DTLV,,,,,,101441,565,318,,H.Ba Tơ,
Q055003,H.Bình Sơn,Q055,DTLV,1,,2,DTLV,,,,,,101442,555,318,,H.Bình Sơn,
Q055002,H.Lý Sơn,Q055,DTLV,1,,3,DTLV,,,,,,101443,554,318,,H.Lý Sơn,
Q055010,H.Minh Long,Q055,DTLV,1,,4,DTLV,,,,,,101444,562,318,,H.Minh Long,
Q055005,H.Sơn Tịnh,Q055,DTLV,1,,5,DTLV,,,,,,101445,557,318,,H.Sơn Tịnh,
Q055011,H.Mộ Đức,Q055,DTLV,1,,6,DTLV,,,,,,101446,563,318,,H.Mộ Đức,
Q055009,H.Nghĩa Hành,Q055,DTLV,1,,7,DTLV,,,,,,101447,561,318,,H.Nghĩa Hành,
Q055007,H.Sơn Hà,Q055,DTLV,1,,8,DTLV,,,,,,101448,559,318,,H.Sơn Hà,
Q055006,H.Sơn Tây,Q055,DTLV,1,,9,DTLV,,,,,,101449,558,318,,H.Sơn Tây,
Q055004,H.Trà Bồng,Q055,DTLV,1,,10,DTLV,,,,,,101450,556,318,,H.Trà Bồng,
Q055008,H.Tư Nghĩa,Q055,DTLV,1,,11,DTLV,,,,,,101451,560,318,,H.Tư Nghĩa,
Q055012,TX.Đức Phổ,Q055,DTLV,1,,12,DTLV,,,,,,101452,564,318,,TX.Đức Phổ,
Q510002,TP.Hội An,Q510,DTLV,1,,0,DTLV,,,,,,101453,534,319,,TP.Hội An,
Q510001,TP.Tam Kỳ,Q510,DTLV,1,,1,DTLV,,,,,,101454,533,319,,TP.Tam Kỳ,
Q510018,H.Bắc Trà My,Q510,DTLV,1,,2,DTLV,,,,,,101455,445,319,,H.Bắc Trà My,
Q510004,H.Đại Lộc,Q510,DTLV,1,,3,DTLV,,,,,,101456,536,319,,H.Đại Lộc,
Q510016,H.Đông Giang,Q510,DTLV,1,,4,DTLV,,,,,,101457,436,319,,H.Đông Giang,
Q510006,H.Duy Xuyên,Q510,DTLV,1,,5,DTLV,,,,,,101458,538,319,,H.Duy Xuyên,
Q510010,H.Hiệp Đức,Q510,DTLV,1,,6,DTLV,,,,,,101459,542,319,,H.Hiệp Đức,
Q510007,H.Nam Giang,Q510,DTLV,1,,7,DTLV,,,,,,101460,539,319,,H.Nam Giang,
Q510013,H.Nam Trà My,Q510,DTLV,1,,8,DTLV,,,,,,101461,545,319,,H.Nam Trà My,
Q510019,H.Nông Sơn,Q510,DTLV,1,,9,DTLV,,,,,,101462,414,319,,H.Nông Sơn,
Q510012,H.Núi Thành,Q510,DTLV,1,,10,DTLV,,,,,,101463,544,319,,H.Núi Thành,
Q510015,H.Phú Ninh,Q510,DTLV,1,,11,DTLV,,,,,,101464,1091,319,,H.Phú Ninh,
Q510014,H.Phước Sơn,Q510,DTLV,1,,12,DTLV,,,,,,101465,1090,319,,H.Phước Sơn,
Q510009,H.Quế Sơn,Q510,DTLV,1,,13,DTLV,,,,,,101466,541,319,,H.Quế Sơn,
Q510017,H.Tây Giang,Q510,DTLV,1,,14,DTLV,,,,,,101467,428,319,,H.Tây Giang,
Q510008,H.Thăng Bình,Q510,DTLV,1,,15,DTLV,,,,,,101468,540,319,,H.Thăng Bình,
