"CODE","NAME","PARENT","TYPE_PARAM","STATUS","IMAGE","PARAM_ORDER","GROUP_TYPE","LEVEL_NODE","SUB_CODE","MODIFIED_DATE","START_TIME","END_TIME","ID","DEPT_ID","PARENT_DEPT_ID","DEPT_ORDER","STANDARD_NAME","PARAM_ORDER_SMS"
C780003,H.U Minh,C780,DTLV,1,,8,DTLV,,,,,,101075,971,346,,H.U Minh,
C710002,Q.Bình Thủy,C710,DTLV,1,,0,DTLV,,,,,,101076,872,364,,Q.Bình Thủy,
C710003,Q.Cái Răng,C710,DTLV,1,,1,DTLV,,,,,,101077,873,364,,Q.Cái Răng,
C710001,Q.Ninh Kiều,C710,DTLV,1,,2,DTLV,,,,,,101078,871,364,,Q.Ninh Kiều,
C710004,Q.Ô Môn,C710,DTLV,1,,3,DTLV,,,,,,101079,874,364,,Q.Ô Môn,
C710006,H.Cờ Đỏ,C710,DTLV,1,,4,DTLV,,,,,,101080,876,364,,H.Cờ Đỏ,
C710005,H.Phong Điền,C710,DTLV,1,,5,DTLV,,,,,,101081,875,364,,H.Phong Điền,
C710010,H.Thới Lai,C710,DTLV,1,,6,DTLV,,,,,,101082,393,364,,H.Thới Lai,
C710007,H.Thốt Nốt,C710,DTLV,1,,7,DTLV,,,,,,101083,877,364,,H.Thốt Nốt,
C710008,H.Vĩnh Thạnh,C710,DTLV,1,,8,DTLV,,,,,,101084,977,364,,H.Vĩnh Thạnh,
D230001,TP.Điện Biên Phủ,D230,DTLV,1,,0,DTLV,,,,,,101085,1022,313,,TP.Điện Biên Phủ,
D230003,H.Điện Biên,D230,DTLV,1,,1,DTLV,,,,,,101086,1023,313,,H.Điện Biên,
D230004,H.Điện Biên Đông,D230,DTLV,1,,2,DTLV,,,,,,101087,1024,313,,H.Điện Biên Đông,
D230009,H.Mường ảng,D230,DTLV,1,,3,DTLV,,,,,,101088,392,313,,H.Mường ảng,
D230006,H.Mường Chà,D230,DTLV,1,,4,DTLV,,,,,,101089,1026,313,,H.Mường Chà,
D230005,H.Mường Nhé,D230,DTLV,1,,5,DTLV,,,,,,101090,1025,313,,H.Mường Nhé,
D230010,H.Nậm Pồ,D230,DTLV,1,,6,DTLV,,,,,,101091,15581,313,,H.Nậm Pồ,
D230007,H.Tủa Chùa,D230,DTLV,1,,7,DTLV,,,,,,101092,1027,313,,H.Tủa Chùa,
D230008,H.Tuần Giáo,D230,DTLV,1,,8,DTLV,,,,,,101093,1028,313,,H.Tuần Giáo,
D230002,TX.Mường Lay,D230,DTLV,1,,9,DTLV,,,,,,101094,434,313,,TX.Mường Lay,
D501006,TP.Gia Nghĩa,D501,DTLV,1,,0,DTLV,,,,,,101095,1078,330,,TP.Gia Nghĩa,
D501004,H.Cư Jút,D501,DTLV,1,,1,DTLV,,,,,,101096,636,330,,H.Cư Jút,
D501007,H.Đắk Glong,D501,DTLV,1,,2,DTLV,,,,,,101097,435,330,,H.Đắk Glong,
D501002,H.Đắk Mil,D501,DTLV,1,,3,DTLV,,,,,,101098,634,330,,H.Đắk Mil,
D501001,H.Đắk Nông,D501,DTLV,1,,4,DTLV,,,,,,101099,633,330,,H.Đắk Nông,
D501003,H.Đắk RLấp,D501,DTLV,1,,5,DTLV,,,,,,101100,635,330,,H.Đắk RLấp,
D501005,H.Đắk Song,D501,DTLV,1,,6,DTLV,,,,,,101101,637,330,,H.Đắk Song,
D501008,H.Krông Nô,D501,DTLV,1,,7,DTLV,,,,,,101102,417,330,,H.Krông Nô,
D501009,H.Tuy Đức,D501,DTLV,1,,8,DTLV,,,,,,101103,427,330,,H.Tuy Đức,
D500001,TP.Buôn Ma Thuột,D500,DTLV,1,,0,DTLV,,,,,,101104,620,321,,TP.Buôn Ma Thuột,
D500006,H.Buôn Đôn,D500,DTLV,1,,1,DTLV,,,,,,101105,625,321,,H.Buôn Đôn,
D500014,H.Cư Kuin,D500,DTLV,1,,2,DTLV,,,,,,101106,978,321,,H.Cư Kuin,
D500007,H.Cư Mgar,D500,DTLV,1,,3,DTLV,,,,,,101107,626,321,,H.Cư Mgar,
D500002,H.Ea Hleo,D500,DTLV,1,,4,DTLV,,,,,,101108,621,321,,H.Ea Hleo,
D500008,H.Ea Kar,D500,DTLV,1,,5,DTLV,,,,,,101109,627,321,,H.Ea Kar,
D500003,H.Ea Súp,D500,DTLV,1,,6,DTLV,,,,,,101110,622,321,,H.Ea Súp,
D500011,H.Krông A Na,D500,DTLV,1,,7,DTLV,,,,,,101111,630,321,,H.Krông A Na,
D500012,H.Krông Bông,D500,DTLV,1,,8,DTLV,,,,,,101112,631,321,,H.Krông Bông,
D500005,H.Krông Búk,D500,DTLV,1,,9,DTLV,,,,,,101113,624,321,,H.Krông Búk,
D500004,H.Krông Năng,D500,DTLV,1,,10,DTLV,,,,,,101114,623,321,,H.Krông Năng,
D500010,H.Krông Pắk,D500,DTLV,1,,11,DTLV,,,,,,101115,629,321,,H.Krông Pắk,
D500013,H.Lắk,D500,DTLV,1,,12,DTLV,,,,,,101116,632,321,,H.Lắk,
D500009,H.MĐrăk,D500,DTLV,1,,13,DTLV,,,,,,101117,628,321,,H.MĐrăk,
D500015,TX.Buôn Hồ,D500,DTLV,1,,14,DTLV,,,,,,101118,14247,321,,TX.Buôn Hồ,
D511007,Q.Cẩm Lệ,D511,DTLV,1,,0,DTLV,,,,,,101119,424,315,,Q.Cẩm Lệ,
D511003,Q.Hải Châu,D511,DTLV,1,,1,DTLV,,,,,,101120,1095,315,,Q.Hải Châu,
D511005,Q.Liên Chiểu,D511,DTLV,1,,2,DTLV,,,,,,101121,1097,315,,Q.Liên Chiểu,
D511001,Q.Ngũ Hành Sơn,D511,DTLV,1,,3,DTLV,,,,,,101122,1093,315,,Q.Ngũ Hành Sơn,
D511002,Q.Sơn Trà,D511,DTLV,1,,4,DTLV,,,,,,101123,1094,315,,Q.Sơn Trà,
D511004,Q.Thanh Khê,D511,DTLV,1,,5,DTLV,,,,,,101124,1096,315,,Q.Thanh Khê,
D511006,H.Hòa Vang,D511,DTLV,1,,6,DTLV,,,,,,101125,1098,315,,H.Hòa Vang,
D061001,TP.Biên Hòa,D061,DTLV,1,,0,DTLV,,,,,,101126,695,380,,TP.Biên Hòa,
D061002,H.Cẩm Mỹ,D061,DTLV,1,,1,DTLV,,,,,,101127,696,380,,H.Cẩm Mỹ,
D061003,H.Định Quán,D061,DTLV,1,,2,DTLV,,,,,,101128,697,380,,H.Định Quán,
D061011,H.TP.Long Khánh,D061,DTLV,1,,3,DTLV,,,,,,101129,1059,380,,H.TP.Long Khánh,
D061004,H.Long Thành,D061,DTLV,1,,4,DTLV,,,,,,101130,698,380,,H.Long Thành,
D061005,H.Nhơn Trạch,D061,DTLV,1,,5,DTLV,,,,,,101131,699,380,,H.Nhơn Trạch,
D061008,H.Tân Phú,D061,DTLV,1,,6,DTLV,,,,,,101132,702,380,,H.Tân Phú,
D061007,H.Thống Nhất,D061,DTLV,1,,7,DTLV,,,,,,101133,701,380,,H.Thống Nhất,
D061006,H.Trảng Bom,D061,DTLV,1,,8,DTLV,,,,,,101134,700,380,,H.Trảng Bom,
D061009,H.Vĩnh Cửu,D061,DTLV,1,,9,DTLV,,,,,,101135,703,380,,H.Vĩnh Cửu,
D061010,H.Xuân Lộc,D061,DTLV,1,,10,DTLV,,,,,,101136,1055,380,,H.Xuân Lộc,
D067001,TP.Cao Lãnh,D067,DTLV,1,,0,DTLV,,,,,,101137,713,381,,TP.Cao Lãnh,
D067002,TP.Sa Đéc,D067,DTLV,1,,1,DTLV,,,,,,101138,714,381,,TP.Sa Đéc,
D067008,H.Cao Lãnh,D067,DTLV,1,,2,DTLV,,,,,,101139,1076,381,,H.Cao Lãnh,
D067011,H.Châu Thành,D067,DTLV,1,,3,DTLV,,,,,,101140,722,381,,H.Châu Thành,
D067004,H.Hồng Ngự,D067,DTLV,1,,4,DTLV,,,,,,101141,716,381,,H.Hồng Ngự,
D067010,H.Lai Vung,D067,DTLV,1,,5,DTLV,,,,,,101142,721,381,,H.Lai Vung,
D067009,H.Lấp Vò,D067,DTLV,1,,6,DTLV,,,,,,101143,720,381,,H.Lấp Vò,
D067005,H.Tam Nông,D067,DTLV,1,,7,DTLV,,,,,,101144,717,381,,H.Tam Nông,
D067003,H.Tân Hồng,D067,DTLV,1,,8,DTLV,,,,,,101145,715,381,,H.Tân Hồng,
D067006,H.Thanh Bình,D067,DTLV,1,,9,DTLV,,,,,,101146,718,381,,H.Thanh Bình,
D067007,H.Tháp Mười,D067,DTLV,1,,10,DTLV,,,,,,101147,719,381,,H.Tháp Mười,
D067012,TX.Hồng Ngự,D067,DTLV,1,,11,DTLV,,,,,,101148,14134,381,,TX.Hồng Ngự,
G059001,TP.Pleiku,G059,DTLV,1,,0,DTLV,,,,,,101149,607,324,,TP.Pleiku,
G059005,H.Chư Păh,G059,DTLV,1,,1,DTLV,,,,,,101150,611,324,,H.Chư Păh,
G059010,H.Chư Prông,G059,DTLV,1,,2,DTLV,,,,,,101151,616,324,,H.Chư Prông,
G059017,H.Chư Pưh,G059,DTLV,1,,3,DTLV,,,,,,101152,14123,324,,H.Chư Pưh,
G059011,H.Chư Sê,G059,DTLV,1,,4,DTLV,,,,,,101153,617,324,,H.Chư Sê,
G059014,H.Đắc Pơ,G059,DTLV,1,,5,DTLV,,,,,,101154,831,324,,H.Đắc Pơ,
G059003,H.Đăk Đoa,G059,DTLV,1,,6,DTLV,,,,,,101155,609,324,,H.Đăk Đoa,
G059009,H.Đức Cơ,G059,DTLV,1,,7,DTLV,,,,,,101156,615,324,,H.Đức Cơ,
G059006,H.Ia Grai,G059,DTLV,1,,8,DTLV,,,,,,101157,612,324,,H.Ia Grai,
G059015,H.Ia Pa,G059,DTLV,1,,9,DTLV,,,,,,101158,832,324,,H.Ia Pa,
G059002,H.Kbang,G059,DTLV,1,,10,DTLV,,,,,,101159,608,324,,H.Kbang,
G059008,H.Kông Chro,G059,DTLV,1,,11,DTLV,,,,,,101160,614,324,,H.Kông Chro,
G059013,H.Krông Pa,G059,DTLV,1,,12,DTLV,,,,,,101161,619,324,,H.Krông Pa,
G059004,H.Mang Yang,G059,DTLV,1,,13,DTLV,,,,,,101162,610,324,,H.Mang Yang,
G059016,H.Phú Thiện,G059,DTLV,1,,14,DTLV,,,,,,101163,429,324,,H.Phú Thiện,
G059007,TX.An Khê,G059,DTLV,1,,15,DTLV,,,,,,101164,613,324,,TX.An Khê,
G059012,TX.Ayun Pa,G059,DTLV,1,,16,DTLV,,,,,,101165,618,324,,TX.Ayun Pa,
H018001,TP.Hòa Bình,H018,DTLV,1,,0,DTLV,,,,,,101166,463,297,,TP.Hòa Bình,
H018011,H.Cao Phong,H018,DTLV,1,,1,DTLV,,,,,,101167,1080,297,,H.Cao Phong,
H018002,H.Đà Bắc,H018,DTLV,1,,2,DTLV,,,,,,101168,464,297,,H.Đà Bắc,
H018006,H.Kim Bôi,H018,DTLV,1,,3,DTLV,,,,,,101169,468,297,,H.Kim Bôi,
H018004,H.Kỳ Sơn,H018,DTLV,1,,4,DTLV,,,,,,101170,466,297,,H.Kỳ Sơn,
H018008,H.Lạc Sơn,H018,DTLV,1,,5,DTLV,,,,,,101171,470,297,,H.Lạc Sơn,
H018009,H.Lạc Thủy,H018,DTLV,1,,6,DTLV,,,,,,101172,471,297,,H.Lạc Thủy,
H018005,H.Lương Sơn,H018,DTLV,1,,7,DTLV,,,,,,101173,467,297,,H.Lương Sơn,
H018003,H.Mai Châu,H018,DTLV,1,,8,DTLV,,,,,,101174,465,297,,H.Mai Châu,
H018007,H.Tân Lạc,H018,DTLV,1,,9,DTLV,,,,,,101175,469,297,,H.Tân Lạc,
H018010,H.Yên Thủy,H018,DTLV,1,,10,DTLV,,,,,,101176,472,297,,H.Yên Thủy,
H320001,TP.Hải Dương,H320,DTLV,1,,0,DTLV,,,,,,101177,677,301,,TP.Hải Dương,
H320010,H.Bình Giang,H320,DTLV,1,,1,DTLV,,,,,,101178,735,301,,H.Bình Giang,
H320009,H.Cẩm Giàng,H320,DTLV,1,,2,DTLV,,,,,,101179,734,301,,H.Cẩm Giàng,
H320007,H.Gia Lộc,H320,DTLV,1,,3,DTLV,,,,,,101180,732,301,,H.Gia Lộc,
H320006,H.Kim Thành,H320,DTLV,1,,4,DTLV,,,,,,101181,731,301,,H.Kim Thành,
H320005,H.Kinh Môn,H320,DTLV,1,,5,DTLV,,,,,,101182,681,301,,H.Kinh Môn,
H320003,H.Nam Sách,H320,DTLV,1,,6,DTLV,,,,,,101183,679,301,,H.Nam Sách,
H320012,H.Ninh Giang,H320,DTLV,1,,7,DTLV,,,,,,101184,737,301,,H.Ninh Giang,
H320004,H.Thanh Hà,H320,DTLV,1,,8,DTLV,,,,,,101185,680,301,,H.Thanh Hà,
H320011,H.Thanh Miện,H320,DTLV,1,,9,DTLV,,,,,,101186,736,301,,H.Thanh Miện,
H320008,H.Tứ Kỳ,H320,DTLV,1,,10,DTLV,,,,,,101187,733,301,,H.Tứ Kỳ,
H320002,TX.Chí Linh,H320,DTLV,1,,11,DTLV,,,,,,101188,678,301,,TX.Chí Linh,
H019001,TP.Hà Giang,H019,DTLV,1,,0,DTLV,,,,,,101189,779,298,,TP.Hà Giang,
H019006,H.Bắc Mê,H019,DTLV,1,,1,DTLV,,,,,,101190,784,298,,H.Bắc Mê,
H019010,H.Bắc Quang,H019,DTLV,1,,2,DTLV,,,,,,101191,788,298,,H.Bắc Quang,
H019002,H.Đồng Văn,H019,DTLV,1,,3,DTLV,,,,,,101192,780,298,,H.Đồng Văn,
H019007,H.Hoàng Su Phì,H019,DTLV,1,,4,DTLV,,,,,,101193,785,298,,H.Hoàng Su Phì,
H019003,H.Mèo Vạc,H019,DTLV,1,,5,DTLV,,,,,,101194,781,298,,H.Mèo Vạc,
H019005,H.Quản Bạ,H019,DTLV,1,,6,DTLV,,,,,,101195,783,298,,H.Quản Bạ,
H019011,H.Quang Bình,H019,DTLV,1,,7,DTLV,,,,,,101196,1075,298,,H.Quang Bình,
H019008,H.Vị Xuyên,H019,DTLV,1,,8,DTLV,,,,,,101197,786,298,,H.Vị Xuyên,
H019009,H.Xín Mần,H019,DTLV,1,,9,DTLV,,,,,,101198,787,298,,H.Xín Mần,
H019004,H.Yên Minh,H019,DTLV,1,,10,DTLV,,,,,,101199,782,298,,H.Yên Minh,
N351001,TP.Phủ Lý,N351,DTLV,1,,0,DTLV,,,,,,101200,755,309,,TP.Phủ Lý,
N351006,H.Bình Lục,N351,DTLV,1,,1,DTLV,,,,,,101201,760,309,,H.Bình Lục,
N351002,H.Duy Tiên,N351,DTLV,1,,2,DTLV,,,,,,101202,756,309,,H.Duy Tiên,
N351003,H.Kim Bảng,N351,DTLV,1,,3,DTLV,,,,,,101203,757,309,,H.Kim Bảng,
N351004,H.Lý Nhân,N351,DTLV,1,,4,DTLV,,,,,,101204,758,309,,H.Lý Nhân,
N351005,H.Thanh Liêm,N351,DTLV,1,,5,DTLV,,,,,,101205,759,309,,H.Thanh Liêm,
H031006,Q.Đồ Sơn,H031,DTLV,1,,0,DTLV,,,,,,101206,668,299,,Q.Đồ Sơn,
H031016,Q.Dương Kinh,H031,DTLV,1,,1,DTLV,,,,,,101207,442,299,,Q.Dương Kinh,
H031005,Q.Hải An,H031,DTLV,1,,2,DTLV,,,,,,101208,667,299,,Q.Hải An,
H031001,Q.Hồng Bàng,H031,DTLV,1,,3,DTLV,,,,,,101209,663,299,,Q.Hồng Bàng,
H031004,Q.Kiến An,H031,DTLV,1,,4,DTLV,,,,,,101210,666,299,,Q.Kiến An,
H031003,Q.Lê Chân,H031,DTLV,1,,5,DTLV,,,,,,101211,665,299,,Q.Lê Chân,
H031002,Q.Ngô Quyền,H031,DTLV,1,,6,DTLV,,,,,,101212,664,299,,Q.Ngô Quyền,
H031008,H.An Dương,H031,DTLV,1,,7,DTLV,,,,,,101213,670,299,,H.An Dương,
H031009,H.An Lão,H031,DTLV,1,,8,DTLV,,,,,,101214,671,299,,H.An Lão,
H031014,H.Bạch Long Vĩ,H031,DTLV,1,,9,DTLV,,,,,,101215,676,299,,H.Bạch Long Vĩ,
H031013,H.Cát Hải,H031,DTLV,1,,10,DTLV,,,,,,101216,675,299,,H.Cát Hải,
H031010,H.Kiến Thụy,H031,DTLV,1,,11,DTLV,,,,,,101217,672,299,,H.Kiến Thụy,
H031007,H.Thủy Nguyên,H031,DTLV,1,,12,DTLV,,,,,,101218,669,299,,H.Thủy Nguyên,
H031011,H.Tiên Lãng,H031,DTLV,1,,13,DTLV,,,,,,101219,673,299,,H.Tiên Lãng,
H031012,H.Vĩnh Bảo,H031,DTLV,1,,14,DTLV,,,,,,101220,674,299,,H.Vĩnh Bảo,
H039001,TP.Hà Tĩnh,H039,DTLV,1,,0,DTLV,,,,,,101221,501,300,,TP.Hà Tĩnh,
H039009,H.Cẩm Xuyên,H039,DTLV,1,,1,DTLV,,,,,,101222,514,300,,H.Cẩm Xuyên,
H039007,H.Can Lộc,H039,DTLV,1,,2,DTLV,,,,,,101223,507,300,,H.Can Lộc,
H039004,H.Đức Thọ,H039,DTLV,1,,3,DTLV,,,,,,101224,504,300,,H.Đức Thọ,
H039010,H.Hương Khê,H039,DTLV,1,,4,DTLV,,,,,,101225,515,300,,H.Hương Khê,
H039005,H.Hương Sơn,H039,DTLV,1,,5,DTLV,,,,,,101226,505,300,,H.Hương Sơn,
H039011,H.Kỳ Anh,H039,DTLV,1,,6,DTLV,,,,,,101227,516,300,,H.Kỳ Anh,
H039012,H.Lộc Hà,H039,DTLV,1,,7,DTLV,,,,,,101228,402,300,,H.Lộc Hà,
H039003,H.Nghi Xuân,H039,DTLV,1,,8,DTLV,,,,,,101229,503,300,,H.Nghi Xuân,
H039008,H.Thạch Hà,H039,DTLV,1,,9,DTLV,,,,,,101230,508,300,,H.Thạch Hà,
H039006,H.Vũ Quang,H039,DTLV,1,,10,DTLV,,,,,,101231,506,300,,H.Vũ Quang,
H039002,TX.Hồng Lĩnh,H039,DTLV,1,,11,DTLV,,,,,,101232,502,300,,TX.Hồng Lĩnh,
H039013,TX.Kỳ Anh,H039,DTLV,1,,12,DTLV,,,,,,101233,287741,300,,TX.Kỳ Anh,
T054001,TP.Huế,T054,DTLV,1,,0,DTLV,,,,,,101234,517,320,,TP.Huế,
T054008,H.A Lưới,T054,DTLV,1,,1,DTLV,,,,,,101235,524,320,,H.A Lưới,
T054009,H.Nam Đông,T054,DTLV,1,,2,DTLV,,,,,,101236,525,320,,H.Nam Đông,
T054002,H.Phong Điền,T054,DTLV,1,,3,DTLV,,,,,,101237,518,320,,H.Phong Điền,
T054007,H.Phú Lộc,T054,DTLV,1,,4,DTLV,,,,,,101238,523,320,,H.Phú Lộc,
T054005,H.Phú Vang,T054,DTLV,1,,5,DTLV,,,,,,101239,521,320,,H.Phú Vang,
T054003,H.Quảng Điền,T054,DTLV,1,,6,DTLV,,,,,,101240,519,320,,H.Quảng Điền,
T054006,TX.Hương Thủy,T054,DTLV,1,,7,DTLV,,,,,,101241,522,320,,TX.Hương Thủy,
T054004,TX.Hương Trà,T054,DTLV,1,,8,DTLV,,,,,,101242,520,320,,TX.Hương Trà,
H711008,TP.Ngã Bảy,H711,DTLV,1,,0,DTLV,,,,,,101243,440,369,,TP.Ngã Bảy,
H711001,TP.Vị Thanh,H711,DTLV,1,,1,DTLV,,,,,,101244,878,369,,TP.Vị Thanh,
H711003,H.Châu Thành,H711,DTLV,1,,2,DTLV,,,,,,101245,880,369,,H.Châu Thành,
H711002,H.Châu Thành A,H711,DTLV,1,,3,DTLV,,,,,,101246,879,369,,H.Châu Thành A,
H711006,H.Long Mỹ,H711,DTLV,1,,4,DTLV,,,,,,101247,883,369,,H.Long Mỹ,
H711004,H.Phụng Hiệp,H711,DTLV,1,,5,DTLV,,,,,,101248,881,369,,H.Phụng Hiệp,
H711005,H.Vị Thủy,H711,DTLV,1,,6,DTLV,,,,,,101249,882,369,,H.Vị Thủy,
H711009,TX.Long Mỹ,H711,DTLV,1,,7,DTLV,,,,,,101250,288206,369,,TX.Long Mỹ,
H321001,TP.Hưng Yên,H321,DTLV,1,,0,DTLV,,,,,,101251,738,302,,TP.Hưng Yên,
H321007,H.Ân Thi,H321,DTLV,1,,1,DTLV,,,,,,101252,1083,302,,H.Ân Thi,
H321006,H.Khoái Châu,H321,DTLV,1,,2,DTLV,,,,,,101253,743,302,,H.Khoái Châu,
H321008,H.Kim Động,H321,DTLV,1,,3,DTLV,,,,,,101254,744,302,,H.Kim Động,
H321003,H.Mỹ Hào,H321,DTLV,1,,4,DTLV,,,,,,101255,740,302,,H.Mỹ Hào,
H321009,H.Phù Cừ,H321,DTLV,1,,5,DTLV,,,,,,101256,745,302,,H.Phù Cừ,
H321010,H.Tiên Lữ,H321,DTLV,1,,6,DTLV,,,,,,101257,746,302,,H.Tiên Lữ,
H321005,H.Văn Giang,H321,DTLV,1,,7,DTLV,,,,,,101258,742,302,,H.Văn Giang,
H321002,H.Văn Lâm,H321,DTLV,1,,8,DTLV,,,,,,101259,739,302,,H.Văn Lâm,
H321004,H.Yên Mỹ,H321,DTLV,1,,9,DTLV,,,,,,101260,741,302,,H.Yên Mỹ,
K077001,TP.Rạch Giá,K077,DTLV,1,,0,DTLV,,,,,,101261,899,367,,TP.Rạch Giá,
K077009,H.An Biên,K077,DTLV,1,,1,DTLV,,,,,,101262,907,367,,H.An Biên,
K077010,H.An Minh,K077,DTLV,1,,2,DTLV,,,,,,101263,908,367,,H.An Minh,
K077006,H.Châu Thành,K077,DTLV,1,,3,DTLV,,,,,,101264,904,367,,H.Châu Thành,
K077015,H.Giang Thành,K077,DTLV,1,,4,DTLV,,,,,,101265,14252,367,,H.Giang Thành,
K077007,H.Giồng Riềng,K077,DTLV,1,,5,DTLV,,,,,,101266,905,367,,H.Giồng Riềng,
K077008,H.Gò Quao,K077,DTLV,1,,6,DTLV,,,,,,101267,906,367,,H.Gò Quao,
H004003,Q.Ba Đình,H004,DTLV,1,,0,DTLV,,,,,,100909,728,292,,Q.Ba Đình,
H004032,Q.Bắc Từ Liêm,H004,DTLV,1,,1,DTLV,,,,,,100910,15621,292,,Q.Bắc Từ Liêm,
H004007,Q.Cầu Giấy,H004,DTLV,1,,2,DTLV,,,,,,100911,1068,292,,Q.Cầu Giấy,
H004004,Q.Đống Đa,H004,DTLV,1,,3,DTLV,,,,,,100912,729,292,,Q.Đống Đa,
H004015,Q.Hà Đông,H004,DTLV,1,,4,DTLV,,,,,,100913,397,292,,Q.Hà Đông,
H004001,Q.Hai Bà Trưng,H004,DTLV,1,,5,DTLV,,,,,,100914,726,292,,Q.Hai Bà Trưng,
H004002,Q.Hoàn Kiếm,H004,DTLV,1,,6,DTLV,,,,,,100915,727,292,,Q.Hoàn Kiếm,
H004014,Q.Hoàng Mai,H004,DTLV,1,,7,DTLV,,,,,,100916,1072,292,,Q.Hoàng Mai,
H004013,Q.Long Biên,H004,DTLV,1,,8,DTLV,,,,,,100917,1074,292,,Q.Long Biên,
H004031,Q.Nam Từ Liêm,H004,DTLV,1,,9,DTLV,,,,,,100918,15601,292,,Q.Nam Từ Liêm,
H004006,Q.Tây Hồ,H004,DTLV,1,,10,DTLV,,,,,,100919,1067,292,,Q.Tây Hồ,
H004005,Q.Thanh Xuân,H004,DTLV,1,,11,DTLV,,,,,,100920,730,292,,Q.Thanh Xuân,
H004017,H.Ba Vì,H004,DTLV,1,,12,DTLV,,,,,,100921,398,292,,H.Ba Vì,
H004023,H.Chương Mỹ,H004,DTLV,1,,13,DTLV,,,,,,100922,411,292,,H.Chương Mỹ,
H004019,H.Đan Phượng,H004,DTLV,1,,14,DTLV,,,,,,100923,413,292,,H.Đan Phượng,
H004011,H.Đông Anh,H004,DTLV,1,,15,DTLV,,,,,,100924,1092,292,,H.Đông Anh,
H004008,H.Gia Lâm,H004,DTLV,1,,17,DTLV,,,,,,100925,1069,292,,H.Gia Lâm,
H004021,H.Hoài Đức,H004,DTLV,1,,18,DTLV,,,,,,100926,404,292,,H.Hoài Đức,
H004030,H.Mê Linh,H004,DTLV,1,,19,DTLV,,,,,,100927,412,292,,H.Mê Linh,
H004026,H.Mỹ Đức,H004,DTLV,1,,20,DTLV,,,,,,100928,405,292,,H.Mỹ Đức,
H004028,H.Phú Xuyên,H004,DTLV,1,,21,DTLV,,,,,,100929,410,292,,H.Phú Xuyên,
H004018,H.Phúc Thọ,H004,DTLV,1,,22,DTLV,,,,,,100930,403,292,,H.Phúc Thọ,
H004022,H.Quốc Oai,H004,DTLV,1,,23,DTLV,,,,,,100931,400,292,,H.Quốc Oai,
H004010,H.Sóc Sơn,H004,DTLV,1,,24,DTLV,,,,,,100932,1071,292,,H.Sóc Sơn,
H004020,H.Thạch Thất,H004,DTLV,1,,25,DTLV,,,,,,100933,399,292,,H.Thạch Thất,
H004024,H.Thanh Oai,H004,DTLV,1,,26,DTLV,,,,,,100934,408,292,,H.Thanh Oai,
H004009,H.Thanh Trì,H004,DTLV,1,,27,DTLV,,,,,,100935,1070,292,,H.Thanh Trì,
H004025,H.Thường Tín,H004,DTLV,1,,28,DTLV,,,,,,100936,409,292,,H.Thường Tín,
H004027,H.Ứng Hòa,H004,DTLV,1,,29,DTLV,,,,,,100937,406,292,,H.Ứng Hòa,
H004016,TX.Sơn Tây,H004,DTLV,1,,30,DTLV,,,,,,100938,407,292,,TX.Sơn Tây,
T00801,Q.1,T008,DTLV,1,,0,DTLV,,,,,,100939,815,366,,Q.1,
T00802,Q.2,T008,DTLV,1,,1,DTLV,,,,,,100940,817,366,,Q.2,
T00803,Q.3,T008,DTLV,1,,2,DTLV,,,,,,100941,818,366,,Q.3,
T00804,Q.4,T008,DTLV,1,,3,DTLV,,,,,,100942,819,366,,Q.4,
T00805,Q.5,T008,DTLV,1,,4,DTLV,,,,,,100943,820,366,,Q.5,
T00806,Q.6,T008,DTLV,1,,5,DTLV,,,,,,100944,821,366,,Q.6,
T00807,Q.7,T008,DTLV,1,,6,DTLV,,,,,,100945,822,366,,Q.7,
T00808,Q.8,T008,DTLV,1,,7,DTLV,,,,,,100946,823,366,,Q.8,
T00809,Q.9,T008,DTLV,1,,8,DTLV,,,,,,100947,824,366,,Q.9,
T00810,Q.10,T008,DTLV,1,,9,DTLV,,,,,,100948,1056,366,,Q.10,
T00811,Q.11,T008,DTLV,1,,10,DTLV,,,,,,100949,1057,366,,Q.11,
T00812,Q.12,T008,DTLV,1,,11,DTLV,,,,,,100950,1058,366,,Q.12,
T008BI,Q.Bình Tân,T008,DTLV,1,,12,DTLV,,,,,,100951,583,366,,Q.Bình Tân,
T008BT,Q.Bình Thạnh,T008,DTLV,1,,13,DTLV,,,,,,100952,577,366,,Q.Bình Thạnh,
T008GV,Q.Gò Vấp,T008,DTLV,1,,14,DTLV,,,,,,100953,580,366,,Q.Gò Vấp,
T008PN,Q.Phú Nhuận,T008,DTLV,1,,15,DTLV,,,,,,100954,1063,366,,Q.Phú Nhuận,
T008TB,Q.Tân Bình,T008,DTLV,1,,16,DTLV,,,,,,100955,1064,366,,Q.Tân Bình,
T008TP,Q.Tân Phú,T008,DTLV,1,,17,DTLV,,,,,,100956,584,366,,Q.Tân Phú,
T008TD,Q.Thủ Đức,T008,DTLV,1,,18,DTLV,,,,,,100957,1065,366,,Q.Thủ Đức,
T008BC,H.Bình Chánh,T008,DTLV,1,,19,DTLV,,,,,,100958,576,366,,H.Bình Chánh,
T008CG,H.Cần Giờ,T008,DTLV,1,,20,DTLV,,,,,,100959,579,366,,H.Cần Giờ,
T008CC,H.Củ Chi,T008,DTLV,1,,21,DTLV,,,,,,100960,578,366,,H.Củ Chi,
