"ID","CODE","NAME","PARENT_ID","PARENT_CODE","DEPT_LEVEL","DEPT_LEVEL_CODE_FULL","DEPT_LEVEL_NAME_FULL","DESCRIPTION","STATUS","COUNTRY_ID","COUNTRY_CODE","COUNTRY_NAME","PROVINCE_ID","PROVINCE_CODE","PROVINCE_NAME","COMPANY_ID","COMPANY_CODE","COMPANY_NAME","UPDATE_TIME","UPDATE_USER","START_TIME","END_TIME","STANDARD_NAME"
20056,T066DN1,Bán hàng AM Viettel Tây Ninh,334,T066,4,/TD/VTT/T066/T066DN1/,/TD/VTT/Tây Ninh/Bán hàng AM Viettel Tây Ninh/,,1,281,VN,Việt Nam,20056,,,,,,,,,,Bán hàng AM Viettel Tây Ninh
16056,T066TLS1,TLS Tây Ninh,334,T066,4,/TD/VTT/T066/T066TLS1/,/TD/VTT/Tây Ninh/TLS Tây Ninh/,,1,281,VN,Việt Nam,16056,,,,,,,,,,TLS Tây Ninh
652,T066006,Hòa Thành,334,T066,4,/TD/VTT/T066/T066006/,/TD/VTT/Tây Ninh/Hòa Thành/,,1,281,VN,Việt Nam,652,,,,,,,,,,Hòa Thành
654,T066008,Gò Dầu,334,T066,4,/TD/VTT/T066/T066008/,/TD/VTT/Tây Ninh/Gò Dầu/,,1,281,VN,Việt Nam,654,,,,,,,,,,Gò Dầu
653,T066007,Bến Cầu,334,T066,4,/TD/VTT/T066/T066007/,/TD/VTT/Tây Ninh/Bến Cầu/,,1,281,VN,Việt Nam,653,,,,,,,,,,Bến Cầu
651,T066005,Châu Thành,334,T066,4,/TD/VTT/T066/T066005/,/TD/VTT/Tây Ninh/Châu Thành/,,1,281,VN,Việt Nam,651,,,,,,,,,,Châu Thành
650,T066004,Dương Minh Châu,334,T066,4,/TD/VTT/T066/T066004/,/TD/VTT/Tây Ninh/Dương Minh Châu/,,1,281,VN,Việt Nam,650,,,,,,,,,,Dương Minh Châu
655,T066009,Trảng Bàng ,334,T066,4,/TD/VTT/T066/T066009/,/TD/VTT/Tây Ninh/Trảng Bàng /,,1,281,VN,Việt Nam,655,,,,,,,,,,Trảng Bàng 
648,T066002,Tân Biên,334,T066,4,/TD/VTT/T066/T066002/,/TD/VTT/Tây Ninh/Tân Biên/,,1,281,VN,Việt Nam,648,,,,,,,,,,Tân Biên
649,T066003,Tân Châu,334,T066,4,/TD/VTT/T066/T066003/,/TD/VTT/Tây Ninh/Tân Châu/,,1,281,VN,Việt Nam,649,,,,,,,,,,Tân Châu
647,T066001,Thành phố Tây Ninh ,334,T066,4,/TD/VTT/T066/T066001/,/TD/VTT/Tây Ninh/Thành phố Tây Ninh /,,1,281,VN,Việt Nam,647,,,,,,,,,,Thành phố Tây Ninh 
20006,B781DN1,Bán hàng AM Viettel Bạc Liêu,344,B781,4,/TD/VTT/B781/B781DN1/,/TD/VTT/Bạc Liêu/Bán hàng AM Viettel Bạc Liêu/,,1,281,VN,Việt Nam,20006,,,,,,,,,,Bán hàng AM Viettel Bạc Liêu
16006,B781TLS1,TLS Bạc Liêu,344,B781,4,/TD/VTT/B781/B781TLS1/,/TD/VTT/Bạc Liêu/TLS Bạc Liêu/,,1,281,VN,Việt Nam,16006,,,,,,,,,,TLS Bạc Liêu
922,B781004,Vĩnh Lợi,344,B781,4,/TD/VTT/B781/B781004/,/TD/VTT/Bạc Liêu/Vĩnh Lợi/,,1,281,VN,Việt Nam,922,,,,,,,,,,Vĩnh Lợi
920,B781002,Phước Long,344,B781,4,/TD/VTT/B781/B781002/,/TD/VTT/Bạc Liêu/Phước Long/,,1,281,VN,Việt Nam,920,,,,,,,,,,Phước Long
921,B781003,Đông Hải,344,B781,4,/TD/VTT/B781/B781003/,/TD/VTT/Bạc Liêu/Đông Hải/,,1,281,VN,Việt Nam,921,,,,,,,,,,Đông Hải
919,B781001,Bạc Liêu,344,B781,4,/TD/VTT/B781/B781001/,/TD/VTT/Bạc Liêu/Bạc Liêu/,,1,281,VN,Việt Nam,919,,,,,,,,,,Bạc Liêu
976,B781006,Hồng Dân,344,B781,4,/TD/VTT/B781/B781006/,/TD/VTT/Bạc Liêu/Hồng Dân/,,1,281,VN,Việt Nam,976,,,,,,,,,,Hồng Dân
923,B781005,Giá Rai,344,B781,4,/TD/VTT/B781/B781005/,/TD/VTT/Bạc Liêu/Giá Rai/,,1,281,VN,Việt Nam,923,,,,,,,,,,Giá Rai
426,B781007,Hòa Bình,344,B781,4,/TD/VTT/B781/B781007/,/TD/VTT/Bạc Liêu/Hòa Bình/,,1,281,VN,Việt Nam,426,,,,,,,,,,Hòa Bình
20022,T008DN1,Bán hàng AM Viettel HCM,366,T008,4,/TD/VTT/T008/T008DN1/,/TD/VTT/TPHCM/Bán hàng AM Viettel HCM/,,1,281,VN,Việt Nam,20022,,,,,,,,,,Bán hàng AM Viettel HCM
16022,T008TLS1,TLS TPHCM,366,T008,4,/TD/VTT/T008/T008TLS1/,/TD/VTT/TPHCM/TLS TPHCM/,,1,281,VN,Việt Nam,16022,,,,,,,,,,TLS TPHCM
821,T00806,Q.06,366,T008,4,/TD/VTT/T008/T00806/,/TD/VTT/TPHCM/Q.06/,,1,281,VN,Việt Nam,821,,,,,,,,,,Q.06
818,T00803,Q.03,366,T008,4,/TD/VTT/T008/T00803/,/TD/VTT/TPHCM/Q.03/,,1,281,VN,Việt Nam,818,,,,,,,,,,Q.03
581,T008HM,H.Hóc Môn,366,T008,4,/TD/VTT/T008/T008HM/,/TD/VTT/TPHCM/H.Hóc Môn/,,1,281,VN,Việt Nam,581,,,,,,,,,,H.Hóc Môn
577,T008BT,Q.Bình Thạnh,366,T008,4,/TD/VTT/T008/T008BT/,/TD/VTT/TPHCM/Q.Bình Thạnh/,,1,281,VN,Việt Nam,577,,,,,,,,,,Q.Bình Thạnh
817,T00802,Q.02,366,T008,4,/TD/VTT/T008/T00802/,/TD/VTT/TPHCM/Q.02/,,1,281,VN,Việt Nam,817,,,,,,,,,,Q.02
1062,T008NB,H.Nhà Bè,366,T008,4,/TD/VTT/T008/T008NB/,/TD/VTT/TPHCM/H.Nhà Bè/,,1,281,VN,Việt Nam,1062,,,,,,,,,,H.Nhà Bè
823,T00808,Q.08,366,T008,4,/TD/VTT/T008/T00808/,/TD/VTT/TPHCM/Q.08/,,1,281,VN,Việt Nam,823,,,,,,,,,,Q.08
824,T00809,Q.09,366,T008,4,/TD/VTT/T008/T00809/,/TD/VTT/TPHCM/Q.09/,,1,281,VN,Việt Nam,824,,,,,,,,,,Q.09
822,T00807,Q.07,366,T008,4,/TD/VTT/T008/T00807/,/TD/VTT/TPHCM/Q.07/,,1,281,VN,Việt Nam,822,,,,,,,,,,Q.07
1057,T00811,Q.11,366,T008,4,/TD/VTT/T008/T00811/,/TD/VTT/TPHCM/Q.11/,,1,281,VN,Việt Nam,1057,,,,,,,,,,Q.11
578,T008CC,H.Củ Chi,366,T008,4,/TD/VTT/T008/T008CC/,/TD/VTT/TPHCM/H.Củ Chi/,,1,281,VN,Việt Nam,578,,,,,,,,,,H.Củ Chi
815,T00801,Q.01,366,T008,4,/TD/VTT/T008/T00801/,/TD/VTT/TPHCM/Q.01/,,1,281,VN,Việt Nam,815,,,,,,,,,,Q.01
1058,T00812,Q.12,366,T008,4,/TD/VTT/T008/T00812/,/TD/VTT/TPHCM/Q.12/,,1,281,VN,Việt Nam,1058,,,,,,,,,,Q.12
583,T008BI,Q.Bình Tân,366,T008,4,/TD/VTT/T008/T008BI/,/TD/VTT/TPHCM/Q.Bình Tân/,,1,281,VN,Việt Nam,583,,,,,,,,,,Q.Bình Tân
580,T008GV,Q.Gò Vấp,366,T008,4,/TD/VTT/T008/T008GV/,/TD/VTT/TPHCM/Q.Gò Vấp/,,1,281,VN,Việt Nam,580,,,,,,,,,,Q.Gò Vấp
1063,T008PN,Q.Phú Nhuận,366,T008,4,/TD/VTT/T008/T008PN/,/TD/VTT/TPHCM/Q.Phú Nhuận/,,1,281,VN,Việt Nam,1063,,,,,,,,,,Q.Phú Nhuận
579,T008CG,H.Cần Giờ,366,T008,4,/TD/VTT/T008/T008CG/,/TD/VTT/TPHCM/H.Cần Giờ/,,1,281,VN,Việt Nam,579,,,,,,,,,,H.Cần Giờ
820,T00805,Q.05,366,T008,4,/TD/VTT/T008/T00805/,/TD/VTT/TPHCM/Q.05/,,1,281,VN,Việt Nam,820,,,,,,,,,,Q.05
1056,T00810,Q.10,366,T008,4,/TD/VTT/T008/T00810/,/TD/VTT/TPHCM/Q.10/,,1,281,VN,Việt Nam,1056,,,,,,,,,,Q.10
819,T00804,Q.04,366,T008,4,/TD/VTT/T008/T00804/,/TD/VTT/TPHCM/Q.04/,,1,281,VN,Việt Nam,819,,,,,,,,,,Q.04
576,T008BC,H.Bình Chánh,366,T008,4,/TD/VTT/T008/T008BC/,/TD/VTT/TPHCM/H.Bình Chánh/,,1,281,VN,Việt Nam,576,,,,,,,,,,H.Bình Chánh
16045,P057TLS1,TLS Phú Yên,329,P057,4,/TD/VTT/P057/P057TLS1/,/TD/VTT/Phú Yên/TLS Phú Yên/,,1,281,VN,Việt Nam,16045,,,,,,,,,,TLS Phú Yên
20045,P057DN1,Bán hàng AM Viettel Phú Yên,329,P057,4,/TD/VTT/P057/P057DN1/,/TD/VTT/Phú Yên/Bán hàng AM Viettel Phú Yên/,,1,281,VN,Việt Nam,20045,,,,,,,,,,Bán hàng AM Viettel Phú Yên
1088,T073010,Tân Phú Đông,335,T073,4,/TD/VTT/T073/T073010/,/TD/VTT/Tiền Giang/Tân Phú Đông/,,1,281,VN,Việt Nam,1088,,,,,,,,,,Tân Phú Đông
1038,T037006,Quan Sơn,289,T037,4,/TD/VTT/T037/T037006/,/TD/VTT/Thanh Hóa/Quan Sơn/,,1,281,VN,Việt Nam,1038,,,,,,,,,,Quan Sơn
16024,H019TLS1,TLS Hà Giang,298,H019,4,/TD/VTT/H019/H019TLS1/,/TD/VTT/Hà Giang/TLS Hà Giang/,,1,281,VN,Việt Nam,16024,,,,,,,,,,TLS Hà Giang
781,H019003,Mèo Vạc,298,H019,4,/TD/VTT/H019/H019003/,/TD/VTT/Hà Giang/Mèo Vạc/,,1,281,VN,Việt Nam,781,,,,,,,,,,Mèo Vạc
1037,T037005,Quan Hóa,289,T037,4,/TD/VTT/T037/T037005/,/TD/VTT/Thanh Hóa/Quan Hóa/,,1,281,VN,Việt Nam,1037,,,,,,,,,,Quan Hóa
451,T037026,Nông Cống,289,T037,4,/TD/VTT/T037/T037026/,/TD/VTT/Thanh Hóa/Nông Cống/,,1,281,VN,Việt Nam,451,,,,,,,,,,Nông Cống
1034,T037002,Bỉm Sơn,289,T037,4,/TD/VTT/T037/T037002/,/TD/VTT/Thanh Hóa/Bỉm Sơn/,,1,281,VN,Việt Nam,1034,,,,,,,,,,Bỉm Sơn
1036,T037004,Mường Lát,289,T037,4,/TD/VTT/T037/T037004/,/TD/VTT/Thanh Hóa/Mường Lát/,,1,281,VN,Việt Nam,1036,,,,,,,,,,Mường Lát
1035,T037003,Sầm Sơn,289,T037,4,/TD/VTT/T037/T037003/,/TD/VTT/Thanh Hóa/Sầm Sơn/,,1,281,VN,Việt Nam,1035,,,,,,,,,,Sầm Sơn
450,T037025,Quảng Xương,289,T037,4,/TD/VTT/T037/T037025/,/TD/VTT/Thanh Hóa/Quảng Xương/,,1,281,VN,Việt Nam,450,,,,,,,,,,Quảng Xương
1033,T037001,Thanh Hóa,289,T037,4,/TD/VTT/T037/T037001/,/TD/VTT/Thanh Hóa/Thanh Hóa/,,1,281,VN,Việt Nam,1033,,,,,,,,,,Thanh Hóa
452,T037027,Tĩnh Gia,289,T037,4,/TD/VTT/T037/T037027/,/TD/VTT/Thanh Hóa/Tĩnh Gia/,,1,281,VN,Việt Nam,452,,,,,,,,,,Tĩnh Gia
449,T037024,Triệu Sơn,289,T037,4,/TD/VTT/T037/T037024/,/TD/VTT/Thanh Hóa/Triệu Sơn/,,1,281,VN,Việt Nam,449,,,,,,,,,,Triệu Sơn
448,T037023,Đông Sơn,289,T037,4,/TD/VTT/T037/T037023/,/TD/VTT/Thanh Hóa/Đông Sơn/,,1,281,VN,Việt Nam,448,,,,,,,,,,Đông Sơn
447,T037022,Hoằng Hóa,289,T037,4,/TD/VTT/T037/T037022/,/TD/VTT/Thanh Hóa/Hoằng Hóa/,,1,281,VN,Việt Nam,447,,,,,,,,,,Hoằng Hóa
446,T037021,Thiệu Hóa,289,T037,4,/TD/VTT/T037/T037021/,/TD/VTT/Thanh Hóa/Thiệu Hóa/,,1,281,VN,Việt Nam,446,,,,,,,,,,Thiệu Hóa
20057,T280DN1,Bán hàng AM Viettel Thái Nguyên,290,T280,4,/TD/VTT/T280/T280DN1/,/TD/VTT/Thái Nguyên/Bán hàng AM Viettel Thái Nguyên/,,1,281,VN,Việt Nam,20057,,,,,,,,,,Bán hàng AM Viettel Thái Nguyên
16057,T280TLS1,TLS Thái Nguyên,290,T280,4,/TD/VTT/T280/T280TLS1/,/TD/VTT/Thái Nguyên/TLS Thái Nguyên/,,1,281,VN,Việt Nam,16057,,,,,,,,,,TLS Thái Nguyên
955,T280003,Định Hóa,290,T280,4,/TD/VTT/T280/T280003/,/TD/VTT/Thái Nguyên/Định Hóa/,,1,281,VN,Việt Nam,955,,,,,,,,,,Định Hóa
961,T280009,Phổ Yên,290,T280,4,/TD/VTT/T280/T280009/,/TD/VTT/Thái Nguyên/Phổ Yên/,,1,281,VN,Việt Nam,961,,,,,,,,,,Phổ Yên
569,K058004,Ninh Hòa,325,K058,4,/TD/VTT/K058/K058004/,/TD/VTT/Khánh Hòa/Ninh Hòa/,,1,281,VN,Việt Nam,569,,,,,,,,,,Ninh Hòa
1087,K058009,Cam Lâm,325,K058,4,/TD/VTT/K058/K058009/,/TD/VTT/Khánh Hòa/Cam Lâm/,,1,281,VN,Việt Nam,1087,,,,,,,,,,Cam Lâm
572,K058007,Khánh Sơn,325,K058,4,/TD/VTT/K058/K058007/,/TD/VTT/Khánh Hòa/Khánh Sơn/,,1,281,VN,Việt Nam,572,,,,,,,,,,Khánh Sơn
566,K058001,TP Nha Trang,325,K058,4,/TD/VTT/K058/K058001/,/TD/VTT/Khánh Hòa/TP Nha Trang/,,1,281,VN,Việt Nam,566,,,,,,,,,,TP Nha Trang
567,K058002,Cam Ranh,325,K058,4,/TD/VTT/K058/K058002/,/TD/VTT/Khánh Hòa/Cam Ranh/,,1,281,VN,Việt Nam,567,,,,,,,,,,Cam Ranh
570,K058005,Diên Khánh,325,K058,4,/TD/VTT/K058/K058005/,/TD/VTT/Khánh Hòa/Diên Khánh/,,1,281,VN,Việt Nam,570,,,,,,,,,,Diên Khánh
571,K058006,Khánh Vĩnh,325,K058,4,/TD/VTT/K058/K058006/,/TD/VTT/Khánh Hòa/Khánh Vĩnh/,,1,281,VN,Việt Nam,571,,,,,,,,,,Khánh Vĩnh
568,K058003,Vạn Ninh,325,K058,4,/TD/VTT/K058/K058003/,/TD/VTT/Khánh Hòa/Vạn Ninh/,,1,281,VN,Việt Nam,568,,,,,,,,,,Vạn Ninh
20015,D501DN1,Bán hàng AM Viettel Đắc Nông,330,D501,4,/TD/VTT/D501/D501DN1/,/TD/VTT/Đắc Nông/Bán hàng AM Viettel Đắc Nông/,,1,281,VN,Việt Nam,20015,,,,,,,,,,Bán hàng AM Viettel Đắc Nông
633,D501001,Đắk Nông,330,D501,4,/TD/VTT/D501/D501001/,/TD/VTT/Đắc Nông/Đắk Nông/,,1,281,VN,Việt Nam,633,,,,,,,,,,Đắk Nông
1078,D501006,Gia Nghĩa,330,D501,4,/TD/VTT/D501/D501006/,/TD/VTT/Đắc Nông/Gia Nghĩa/,,1,281,VN,Việt Nam,1078,,,,,,,,,,Gia Nghĩa
417,D501008,Krông Nô,330,D501,4,/TD/VTT/D501/D501008/,/TD/VTT/Đắc Nông/Krông Nô/,,1,281,VN,Việt Nam,417,,,,,,,,,,Krông Nô
635,D501003,Đắk RLấp,330,D501,4,/TD/VTT/D501/D501003/,/TD/VTT/Đắc Nông/Đắk RLấp/,,1,281,VN,Việt Nam,635,,,,,,,,,,Đắk RLấp
634,D501002,Đắk Mil,330,D501,4,/TD/VTT/D501/D501002/,/TD/VTT/Đắc Nông/Đắk Mil/,,1,281,VN,Việt Nam,634,,,,,,,,,,Đắk Mil
435,D501007,Đắk Glong,330,D501,4,/TD/VTT/D501/D501007/,/TD/VTT/Đắc Nông/Đắk Glong/,,1,281,VN,Việt Nam,435,,,,,,,,,,Đắk Glong
427,D501009,Tuy Đức,330,D501,4,/TD/VTT/D501/D501009/,/TD/VTT/Đắc Nông/Tuy Đức/,,1,281,VN,Việt Nam,427,,,,,,,,,,Tuy Đức
636,D501004,Cư Jút,330,D501,4,/TD/VTT/D501/D501004/,/TD/VTT/Đắc Nông/Cư Jút/,,1,281,VN,Việt Nam,636,,,,,,,,,,Cư Jút
20034,K060DN1,Bán hàng AM Viettel Kon Tum,326,K060,4,/TD/VTT/K060/K060DN1/,/TD/VTT/Kon Tum/Bán hàng AM Viettel Kon Tum/,,1,281,VN,Việt Nam,20034,,,,,,,,,,Bán hàng AM Viettel Kon Tum
16034,K060TLS1,TLS Kon Tum,326,K060,4,/TD/VTT/K060/K060TLS1/,/TD/VTT/Kon Tum/TLS Kon Tum/,,1,281,VN,Việt Nam,16034,,,,,,,,,,TLS Kon Tum
600,K060001,Kon Tum,326,K060,4,/TD/VTT/K060/K060001/,/TD/VTT/Kon Tum/Kon Tum/,,1,281,VN,Việt Nam,600,,,,,,,,,,Kon Tum
602,K060003,Ngọc Hồi,326,K060,4,/TD/VTT/K060/K060003/,/TD/VTT/Kon Tum/Ngọc Hồi/,,1,281,VN,Việt Nam,602,,,,,,,,,,Ngọc Hồi
1084,K060008,Kon Rẫy,326,K060,4,/TD/VTT/K060/K060008/,/TD/VTT/Kon Tum/Kon Rẫy/,,1,281,VN,Việt Nam,1084,,,,,,,,,,Kon Rẫy
924,K060009,Tu mơ rông,326,K060,4,/TD/VTT/K060/K060009/,/TD/VTT/Kon Tum/Tu mơ rông/,,1,281,VN,Việt Nam,924,,,,,,,,,,Tu mơ rông
604,K060005,Kon Plông,326,K060,4,/TD/VTT/K060/K060005/,/TD/VTT/Kon Tum/Kon Plông/,,1,281,VN,Việt Nam,604,,,,,,,,,,Kon Plông
605,K060006,Đắk Hà,326,K060,4,/TD/VTT/K060/K060006/,/TD/VTT/Kon Tum/Đắk Hà/,,1,281,VN,Việt Nam,605,,,,,,,,,,Đắk Hà
720,D067009,Lấp Vò,381,D067,4,/TD/VTT/D067/D067009/,/TD/VTT/Đồng Tháp/Lấp Vò/,,1,281,VN,Việt Nam,720,,,,,,,,,,Lấp Vò
719,D067007,Tháp Mười,381,D067,4,/TD/VTT/D067/D067007/,/TD/VTT/Đồng Tháp/Tháp Mười/,,1,281,VN,Việt Nam,719,,,,,,,,,,Tháp Mười
1076,D067008,Cao Lãnh,381,D067,4,/TD/VTT/D067/D067008/,/TD/VTT/Đồng Tháp/Cao Lãnh/,,1,281,VN,Việt Nam,1076,,,,,,,,,,Cao Lãnh
718,D067006,Thanh Bình,381,D067,4,/TD/VTT/D067/D067006/,/TD/VTT/Đồng Tháp/Thanh Bình/,,1,281,VN,Việt Nam,718,,,,,,,,,,Thanh Bình
713,D067001,TP Cao Lãnh,381,D067,4,/TD/VTT/D067/D067001/,/TD/VTT/Đồng Tháp/TP Cao Lãnh/,,1,281,VN,Việt Nam,713,,,,,,,,,,TP Cao Lãnh
716,D067004,Hồng Ngự,381,D067,4,/TD/VTT/D067/D067004/,/TD/VTT/Đồng Tháp/Hồng Ngự/,,1,281,VN,Việt Nam,716,,,,,,,,,,Hồng Ngự
717,D067005,Tam Nông,381,D067,4,/TD/VTT/D067/D067005/,/TD/VTT/Đồng Tháp/Tam Nông/,,1,281,VN,Việt Nam,717,,,,,,,,,,Tam Nông
715,D067003,Tân Hồng,381,D067,4,/TD/VTT/D067/D067003/,/TD/VTT/Đồng Tháp/Tân Hồng/,,1,281,VN,Việt Nam,715,,,,,,,,,,Tân Hồng
721,D067010,Lai Vung,381,D067,4,/TD/VTT/D067/D067010/,/TD/VTT/Đồng Tháp/Lai Vung/,,1,281,VN,Việt Nam,721,,,,,,,,,,Lai Vung
714,D067002,Thành phố Sa Đéc,381,D067,4,/TD/VTT/D067/D067002/,/TD/VTT/Đồng Tháp/Thành phố Sa Đéc/,,1,281,VN,Việt Nam,714,,,,,,,,,,Thành phố Sa Đéc
304770,ME-1,ME-1,254,N038,2,/TD/ME-1/,/Tập đoàn/ME-1/,description-1,1,281,VN,Việt Nam,,,Nghệ An,,,,2020-10-13 23:57:03,slgb_admin_bi,2020-09-10 07:00:00,2020-11-12 07:00:00,ME-1
324,G059,Gia Lai,307143,TSS,3,/TD/TSS/G059/,/Tập đoàn/Viettel Tỉnh/TP/Gia Lai/,"Gia Lai là tỉnh có diện tích lớn thứ hai Việt Nam và là một tỉnh cao nguyên nằm ở khu vực Bắc Tây Nguyên, Việt Nam.",1,,,,,,,307143,TSS,Viettel Tỉnh/TP,2021-10-19 11:54:46,"170635",,,GLI
306,N030,Ninh Bình,307143,TSS,3,/TD/TSS/N030/,/Tập đoàn/Viettel Tỉnh/TP/Ninh Bình/,"Ninh Bình là thành phố tỉnh lỵ của tỉnh Ninh Bình, Việt Nam.",1,,,,,,,307143,TSS,Viettel Tỉnh/TP,2021-10-19 11:58:36,"170635",,,NBH
316,Q053,Quảng Trị,307143,TSS,3,/TD/TSS/Q053/,/Tập đoàn/Viettel Tỉnh/TP/Quảng Trị/,"Quảng Trị là một tỉnh ven biển nằm ở phía nam của vùng Bắc Trung Bộ, miền Trung Việt Nam. Năm 2018, Quảng Trị là đơn vị hành chính Việt Nam đông thứ 57 về số dân, xếp thứ 55 về Tổng sản phẩm trên địa bàn, xếp thứ 37 về GRDP bình quân đầu người, đứng thứ 51 về tốc độ tăng trưởng GRDP.",1,,,,,,,307143,TSS,Viettel Tỉnh/TP,2021-10-19 13:40:08,"170635",,,QTI
305101,"121","121",305100,"2222",5,/TD/CNTT/VTS1/2222/121/,/Tập đoàn/Trung tâm phần mềm Viettel 1/2222/121/,,1,,,,,,,,,,2020-11-26 08:08:18,"241173",2020-11-28 17:00:00,2020-11-22 17:00:00,"121"
722,D067011,Châu Thành,381,D067,4,/TD/VTT/D067/D067011/,/TD/VTT/Đồng Tháp/Châu Thành/,,1,281,VN,Việt Nam,722,,,,,,,,,,Châu Thành
285,S022,Sơn La,307143,TSS,3,/TD/TSS/S022/,/Tập đoàn/Viettel Tỉnh/TP/Sơn La/,"Sơn La là tỉnh miền núi nằm ở vùng Tây Bắc Bộ, Việt Nam. Năm 2018, Sơn La là đơn vị hành chính Việt Nam đông thứ 31 về số dân, xếp thứ 40 về Tổng sản phẩm trên địa bàn, xếp thứ 49 về GRDP bình quân đầu người, đứng thứ 63 về tốc độ tăng trưởng GRDP.",1,,,,,,,307143,TSS,Viettel Tỉnh/TP,2021-10-19 13:40:37,"170635",,,SLA
307143,TSS,Viettel Tỉnh/TP,254,TD,2,/TD/TSS/,/Tập đoàn/Viettel Tỉnh/TP/,,1,,,,,,,,,,2021-10-11 11:25:09,"170635",,,Viettel Tỉnh/TP
305441,"121i",y,305101,"121",4,/TD/CNTT/VTS1/2222/121/121i/,/Tập đoàn/Trung tâm phần mềm Viettel 1/2222/121/y/,,1,,,,,,,,,,2020-12-11 04:23:13,"241173",,,y
1025,D230005,Mường Nhé,313,D230,4,/TD/VTT/D230/D230005/,/TD/VTT/Điện Biên/Mường Nhé/,,1,281,VN,Việt Nam,1025,,,,,,,,,,Mường Nhé
1022,D230001,Điện Biên Phủ,313,D230,4,/TD/VTT/D230/D230001/,/TD/VTT/Điện Biên/Điện Biên Phủ/,,1,281,VN,Việt Nam,1022,,,,,,,,,,Điện Biên Phủ
434,D230002,Mường Lay,313,D230,4,/TD/VTT/D230/D230002/,/TD/VTT/Điện Biên/Mường Lay/,,1,281,VN,Việt Nam,434,,,,,,,,,,Mường Lay
1027,D230007,Tủa Chùa,313,D230,4,/TD/VTT/D230/D230007/,/TD/VTT/Điện Biên/Tủa Chùa/,,1,281,VN,Việt Nam,1027,,,,,,,,,,Tủa Chùa
1026,D230006,Mường Chà,313,D230,4,/TD/VTT/D230/D230006/,/TD/VTT/Điện Biên/Mường Chà/,,1,281,VN,Việt Nam,1026,,,,,,,,,,Mường Chà
1023,D230003,Điện Biên,313,D230,4,/TD/VTT/D230/D230003/,/TD/VTT/Điện Biên/Điện Biên/,,1,281,VN,Việt Nam,1023,,,,,,,,,,Điện Biên
1024,D230004,Điện Biên Đông,313,D230,4,/TD/VTT/D230/D230004/,/TD/VTT/Điện Biên/Điện Biên Đông/,,1,281,VN,Việt Nam,1024,,,,,,,,,,Điện Biên Đông
1028,D230008,Tuần Giáo,313,D230,4,/TD/VTT/D230/D230008/,/TD/VTT/Điện Biên/Tuần Giáo/,,1,281,VN,Việt Nam,1028,,,,,,,,,,Tuần Giáo
15581,D230010,Nậm Pồ,313,D230,4,/TD/VTT/D230/D230010/,/TD/VTT/Điện Biên/Nậm Pồ/,,1,281,VN,Việt Nam,15581,,,,,,,,,,Nậm Pồ
392,D230009,Mường ảng,313,D230,4,/TD/VTT/D230/D230009/,/TD/VTT/Điện Biên/Mường ảng/,,1,281,VN,Việt Nam,392,,,,,,,,,,Mường ảng
20048,Q055DN1,Bán hàng AM Viettel Quảng Ngãi,318,Q055,4,/TD/VTT/Q055/Q055DN1/,/TD/VTT/Tỉnh Quảng Ngãi/Bán hàng AM Viettel Quảng Ngãi/,,1,281,VN,Việt Nam,20048,,,,,,,,,,Bán hàng AM Viettel Quảng Ngãi
16048,Q055TLS1,TLS Tỉnh Quảng Ngãi,318,Q055,4,/TD/VTT/Q055/Q055TLS1/,/TD/VTT/Tỉnh Quảng Ngãi/TLS Tỉnh Quảng Ngãi/,,1,281,VN,Việt Nam,16048,,,,,,,,,,TLS Tỉnh Quảng Ngãi
555,Q055003,Huyện Bình Sơn,318,Q055,4,/TD/VTT/Q055/Q055003/,/TD/VTT/Tỉnh Quảng Ngãi/Huyện Bình Sơn/,,1,281,VN,Việt Nam,555,,,,,,,,,,Huyện Bình Sơn
565,Q055013,Huyện Ba Tơ,318,Q055,4,/TD/VTT/Q055/Q055013/,/TD/VTT/Tỉnh Quảng Ngãi/Huyện Ba Tơ/,,1,281,VN,Việt Nam,565,,,,,,,,,,Huyện Ba Tơ
559,Q055007,Sơn Hà,318,Q055,4,/TD/VTT/Q055/Q055007/,/TD/VTT/Tỉnh Quảng Ngãi/Sơn Hà/,,1,281,VN,Việt Nam,559,,,,,,,,,,Sơn Hà
562,Q055010,Huyện Minh Long,318,Q055,4,/TD/VTT/Q055/Q055010/,/TD/VTT/Tỉnh Quảng Ngãi/Huyện Minh Long/,,1,281,VN,Việt Nam,562,,,,,,,,,,Huyện Minh Long
558,Q055006,Sơn Tây,318,Q055,4,/TD/VTT/Q055/Q055006/,/TD/VTT/Tỉnh Quảng Ngãi/Sơn Tây/,,1,281,VN,Việt Nam,558,,,,,,,,,,Sơn Tây
556,Q055004,Trà Bồng,318,Q055,4,/TD/VTT/Q055/Q055004/,/TD/VTT/Tỉnh Quảng Ngãi/Trà Bồng/,,1,281,VN,Việt Nam,556,,,,,,,,,,Trà Bồng
553,Q055001,Thành Phố Quảng Ngãi,318,Q055,4,/TD/VTT/Q055/Q055001/,/TD/VTT/Tỉnh Quảng Ngãi/Thành Phố Quảng Ngãi/,,1,281,VN,Việt Nam,553,,,,,,,,,,Thành Phố Quảng Ngãi
